categories,place_name,place_name_link,thumbnail_image,url_y,review_count,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode,categories_all,reviews_combined,rev_cat_soup
Points of Interest & Landmarks,Berkeley Square,https://www.tripadvisor.com/Attraction_Review-g186338-d7745602-Reviews-Berkeley_Square-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/07/85/78/03/berkeley-square.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7745602-Reviews-Berkeley_Square-London_England.html,40,4.0,“large square”,“green park”,“london plane”,"| Berkeley Square Gardens, London W1J 5AR, England",W1J 5AR,points of interest & landmarks,large square green park london plane,large square green park london plane points of interest & landmarksberkeley square
Neighborhoods,Ealing,https://www.tripadvisor.com/Attraction_Review-g186338-d218010-Reviews-Ealing-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/05/d0/7f/6e/ealing.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d218010-Reviews-Ealing-London_England.html,49,4.0,“independent shops”,“heathrow airport”,“farmers market”,"London, England",,neighborhoods,independent shops heathrow airport farmers market,independent shops heathrow airport farmers market neighborhoodsealing
Bridges,Lambeth Bridge,https://www.tripadvisor.com/Attraction_Review-g186338-d187586-Reviews-Lambeth_Bridge-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/4f/13/cd/lambeth-bridge.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187586-Reviews-Lambeth_Bridge-London_England.html,60,4.0,“victoria tower”,“tate britain”,“nice stroll”,"London, England",,bridges,victoria tower tate britain nice stroll,victoria tower tate britain nice stroll bridgeslambeth bridge
Farms,Stepney City Farm,https://www.tripadvisor.com/Attraction_Review-g186338-d3653209-Reviews-Stepney_City_Farm-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/04/6e/73/69/stepney-city-farm.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3653209-Reviews-Stepney_City_Farm-London_England.html,47,4.5,“farmers market”,“farm animals”,“feed the animals”,"Stepney High Street, London E1 3DG, England",E1 3DG,farms,farmers market farm animals feed the animals,farmers market farm animals feed the animals farmsstepney city farm
Historic Sites,Saint Marylebone Parish Church,https://www.tripadvisor.com/Attraction_Review-g186338-d7808145-Reviews-Saint_Marylebone_Parish_Church-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/07/ac/c1/fd/beautiful-decor-inside.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7808145-Reviews-Saint_Marylebone_Parish_Church-London_England.html,22,4.5,,,,"17 Marylebone Road, London NW1 5LT, England",NW1 5LT,historic sites,, historic sitessaint marylebone parish church
Churches & Cathedrals,St Olave's Church,https://www.tripadvisor.com/Attraction_Review-g186338-d4227595-Reviews-St_Olave_s_Church-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/41/75/e7/interior-of-st-olave.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d4227595-Reviews-St_Olave_s_Church-London_England.html,25,4.5,“seething lane”,“samuel pepys”,“during wwii”,"8 Hart Street, London EC3R 7NB, England",EC3R 7NB,churches & cathedrals,seething lane samuel pepys during wwii,seething lane samuel pepys during wwii churches & cathedralsst olave's church
Monuments & Statues,WIlliam Wallace Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d523093-Reviews-WIlliam_Wallace_Memorial-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/06/33/ca/6c/william-wallace-memorial.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d523093-Reviews-WIlliam_Wallace_Memorial-London_England.html,36,4.0,“braveheart”,“capture”,“monument”,"St. Bartholomew's Hospital | W Smithfield, London EC1A 9DS, England",EC1A 9DS,monuments & statues,braveheart capture monument,braveheart capture monument monuments & statueswilliam wallace memorial
Civic Centers,Paddington Waterside,https://www.tripadvisor.com/Attraction_Review-g186338-d2343577-Reviews-Paddington_Waterside-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/2b/d1/f8/paddington-waterside.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2343577-Reviews-Paddington_Waterside-London_England.html,42,4.0,“little venice”,“london zoo”,“boats”,"63-65 North Wharf Road, London W2 1LA, England",W2 1LA,civic centers,little venice london zoo boats,little venice london zoo boats civic centerspaddington waterside
Points of Interest & Landmarks,Woolwich Foot Tunnel,https://www.tripadvisor.com/Attraction_Review-g186338-d6609445-Reviews-Woolwich_Foot_Tunnel-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/05/d6/c1/3f/woolwich-foot-tunnel.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d6609445-Reviews-Woolwich_Foot_Tunnel-London_England.html,29,4.5,“dlr station”,“ferry”,“cyclists”,"Glass Yard, London, England",,points of interest & landmarks,dlr station ferry cyclists,dlr station ferry cyclists points of interest & landmarkswoolwich foot tunnel
Bridges,Vauxhall Bridge,https://www.tripadvisor.com/Attraction_Review-g186338-d187587-Reviews-Vauxhall_Bridge-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/51/c8/48/vauxhall-bridge-across.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187587-Reviews-Vauxhall_Bridge-London_England.html,67,4.0,“james bond”,“tate britain”,“north bank”,"London, England",,bridges,james bond tate britain north bank,james bond tate britain north bank bridgesvauxhall bridge
Monuments & Statues,Still Water Horse Head Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d6750530-Reviews-Still_Water_Horse_Head_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/06/0a/97/3c/still-water-horse-head.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d6750530-Reviews-Still_Water_Horse_Head_Statue-London_England.html,58,4.0,“marble arch”,“horses head”,“hyde park”,"Marble Arch, London W1R 1DD, England",W1R 1DD,monuments & statues,marble arch horses head hyde park,marble arch horses head hyde park monuments & statuesstill water horse head statue
Points of Interest & Landmarks,Christopher Wren's Temple Bar,https://www.tripadvisor.com/Attraction_Review-g186338-d6755414-Reviews-Christopher_Wren_s_Temple_Bar-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/06/0d/2d/fd/christopher-wren-s-temple.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d6755414-Reviews-Christopher_Wren_s_Temple_Bar-London_England.html,30,4.0,“paternoster square”,“fleet street”,“paul's cathedral”,"Entrance TO Paul's Cathedral Next To St. 10 Paternoster Square, London EC4M 7AL, England",EC4M 7AL,points of interest & landmarks,paternoster square fleet street paul's cathedral,paternoster square fleet street paul's cathedral points of interest & landmarkschristopher wren's temple bar
Points of Interest & Landmarks,Buxton Memorial Fountain,https://www.tripadvisor.com/Attraction_Review-g186338-d2229527-Reviews-Buxton_Memorial_Fountain-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/04/49/6e/7d/photo-of-buxton-memorial.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2229527-Reviews-Buxton_Memorial_Fountain-London_England.html,29,4.0,“victoria tower”,“british empire”,“parliament square”,"1 Millbank, London SW1P 3JU, England",SW1P 3JU,points of interest & landmarks,victoria tower british empire parliament square,victoria tower british empire parliament square points of interest & landmarksbuxton memorial fountain
Neighborhoods,Piccadilly Arcade,https://www.tripadvisor.com/Attraction_Review-g186338-d8650793-Reviews-Piccadilly_Arcade-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/09/6c/e6/e1/piccadilly-arcade.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8650793-Reviews-Piccadilly_Arcade-London_England.html,37,4.0,“window shop”,“jermyn street”,“shopping experience”,"| Between Piccadilly and Jermyn Street, London, England",,neighborhoods,window shop jermyn street shopping experience,window shop jermyn street shopping experience neighborhoodspiccadilly arcade
Points of Interest & Landmarks,House of Illustration,https://www.tripadvisor.com/Attraction_Review-g186338-d6877332-Reviews-House_of_Illustration-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0e/63/18/6f/external-view-showing.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d6877332-Reviews-House_of_Illustration-London_England.html,72,4.0,“granary square”,“quentin blake”,“st pancras”,"2 Granary Square | King's Cross, London N1C 4BH, England",N1C 4BH,points of interest & landmarks,granary square quentin blake st pancras,granary square quentin blake st pancras points of interest & landmarkshouse of illustration
Churches & Cathedrals,Holy Trinity Brompton Church,https://www.tripadvisor.com/Attraction_Review-g186338-d4105820-Reviews-Holy_Trinity_Brompton_Church-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/07/ab/17/5b/holy-trinity-brompton.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d4105820-Reviews-Holy_Trinity_Brompton_Church-London_England.html,31,4.5,“brompton road”,“bookshop”,“worship”,"Brompton Road, London, England",,churches & cathedrals,brompton road bookshop worship,brompton road bookshop worship churches & cathedralsholy trinity brompton church
Bridges,Southwark Bridge,https://www.tripadvisor.com/Attraction_Review-g186338-d187584-Reviews-Southwark_Bridge-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/0a/7c/d6/southwark-southwark-bridge.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187584-Reviews-Southwark_Bridge-London_England.html,52,4.0,“shakespeare's globe”,“south bank”,“arches”,"London, England",,bridges,shakespeare's globe south bank arches,shakespeare's globe south bank arches bridgessouthwark bridge
Piers & Boardwalks,Trinity Buoy Wharf,https://www.tripadvisor.com/Attraction_Review-g186338-d3570370-Reviews-Trinity_Buoy_Wharf-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/04/a5/9b/a0/trinity-buoy-wharf.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3570370-Reviews-Trinity_Buoy_Wharf-London_England.html,43,4.0,“east india”,“art installations”,“cable car”,"64 Orchard Place, London E14 0JY, England",E14 0JY,piers & boardwalks,east india art installations cable car,east india art installations cable car piers & boardwalkstrinity buoy wharf
Architectural Buildings,Michelin House,https://www.tripadvisor.com/Attraction_Review-g186338-d8633807-Reviews-Michelin_House-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/f7/c9/1f/michelin-house.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8633807-Reviews-Michelin_House-London_England.html,23,4.5,,,,"81 Fulham Road | Chelsea, London, England",,architectural buildings,, architectural buildingsmichelin house
Monuments & Statues,Duke of Wellington Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d2342595-Reviews-Duke_of_Wellington_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/2b/87/aa/the-statue-with-the-wellington.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2342595-Reviews-Duke_of_Wellington_Statue-London_England.html,59,3.5,“corner of hyde park”,“apsley house”,“london house”,"Hyde Park Corner | opp. Apsley House, London W2 2UH, England",W2 2UH,monuments & statues,corner of hyde park apsley house london house,corner of hyde park apsley house london house monuments & statuesduke of wellington statue
Points of Interest & Landmarks,Swiss Glockenspiel,https://www.tripadvisor.com/Attraction_Review-g186338-d5549614-Reviews-Swiss_Glockenspiel-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/05/f6/14/ee/swiss-glockenspiel.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d5549614-Reviews-Swiss_Glockenspiel-London_England.html,55,4.0,“leicester square”,“musical clock”,“chimes”,"Leicester Square, London WC2, England",WC2,points of interest & landmarks,leicester square musical clock chimes,leicester square musical clock chimes points of interest & landmarksswiss glockenspiel
Scenic Walking Areas,The Diana Princess of Wales Memorial Walk,https://www.tripadvisor.com/Attraction_Review-g186338-d189664-Reviews-The_Diana_Princess_of_Wales_Memorial_Walk-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/c3/94/ce/princess-diana-s-london.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d189664-Reviews-The_Diana_Princess_of_Wales_Memorial_Walk-London_England.html,33,4.0,“hyde park and kensington gardens”,“green park”,“royal parks”,"London, England",,scenic walking areas,hyde park and kensington gardens green park royal parks,hyde park and kensington gardens green park royal parks scenic walking areasthe diana princess of wales memorial walk
Sacred & Religious Sites,ISKCON-London,https://www.tripadvisor.com/Attraction_Review-g186338-d3370263-Reviews-ISKCON_London-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/08/33/76/fa/temple.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3370263-Reviews-ISKCON_London-London_England.html,21,4.5,“nice temple”,“soho street”,“devotees”,"10 Soho Street, London W1D 3DL, England",W1D 3DL,sacred & religious sites,nice temple soho street devotees,nice temple soho street devotees sacred & religious sitesiskcon-london
Churches & Cathedrals,All Saints Margaret Street,https://www.tripadvisor.com/Attraction_Review-g186338-d3478369-Reviews-All_Saints_Margaret_Street-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/07/3e/e9/8d/all-saints-margaret-street.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3478369-Reviews-All_Saints_Margaret_Street-London_England.html,24,4.5,“victorian architecture”,“choir”,“anglican”,"7 Margaret Street, London W1W 8JG, England",W1W 8JG,churches & cathedrals,victorian architecture choir anglican,victorian architecture choir anglican churches & cathedralsall saints margaret street
Churches & Cathedrals,Holy Trinity Sloane Square,https://www.tripadvisor.com/Attraction_Review-g186338-d3312618-Reviews-Holy_Trinity_Sloane_Square-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/b7/45/99/holy-trinity.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3312618-Reviews-Holy_Trinity_Sloane_Square-London_England.html,23,4.5,“william morris”,“arts and crafts”,“east window”,"Sloane Street, London SW1X 9BZ, England",SW1X 9BZ,churches & cathedrals,william morris arts and crafts east window,william morris arts and crafts east window churches & cathedralsholy trinity sloane square
Historic Sites,Peace Pagoda,https://www.tripadvisor.com/Attraction_Review-g186338-d8458255-Reviews-Peace_Pagoda-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/08/73/ec/f5/peace-pagoda.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8458255-Reviews-Peace_Pagoda-London_England.html,20,4.5,“battersea park”,“impressive structure”,“chelsea”,"| Battersea Park, London, England",,historic sites,battersea park impressive structure chelsea,battersea park impressive structure chelsea historic sitespeace pagoda
Sacred & Religious Sites,Bevis Marks Synagogue,https://www.tripadvisor.com/Attraction_Review-g186338-d187712-Reviews-Bevis_Marks_Synagogue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/04/11/b1/99/bevis-marks-synagogue.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187712-Reviews-Bevis_Marks_Synagogue-London_England.html,35,4.0,“jewish faith”,“shabbat morning”,“entrance fee”,"Bevis Marks, between Houndsditch and Leadenhall streets, London EC3A 7LH, England",EC3A 7LH,sacred & religious sites,jewish faith shabbat morning entrance fee,jewish faith shabbat morning entrance fee sacred & religious sitesbevis marks synagogue
Educational sites,Royal Institution of Great Britain,https://www.tripadvisor.com/Attraction_Review-g186338-d211734-Reviews-Royal_Institution_of_Great_Britain-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/05/30/94/f0/royal-institution-of.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211734-Reviews-Royal_Institution_of_Great_Britain-London_England.html,43,4.0,“lecture hall”,“science”,“laboratory”,"21 Albemarle Street | Mayfair, London W1S 4BS, England",W1S 4BS,educational sites,lecture hall science laboratory,lecture hall science laboratory educational sitesroyal institution of great britain
Points of Interest & Landmarks,Wellington Barracks,https://www.tripadvisor.com/Attraction_Review-g186338-d7084888-Reviews-Wellington_Barracks-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/06/95/2e/f5/wellington-barracks.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7084888-Reviews-Wellington_Barracks-London_England.html,42,4.0,“birdcage walk”,“guards museum”,“foot guards”,"Wellington Barracks Birdcage Walk, London SW1E 6HQ, England",SW1E 6HQ,points of interest & landmarks,birdcage walk guards museum foot guards,birdcage walk guards museum foot guards points of interest & landmarkswellington barracks
Monuments & Statues,Charles I Statue,https://www.tripadvisor.com/Attraction_Review-g186338-d187913-Reviews-Charles_I_Statue-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/05/44/6f/bd/charles-i-statue.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187913-Reviews-Charles_I_Statue-London_England.html,59,4.0,“traffic island”,“trafalgar square”,“banqueting house”,"Trafalgar Square, London, England",,monuments & statues,traffic island trafalgar square banqueting house,traffic island trafalgar square banqueting house monuments & statuescharles i statue
Arenas & Stadiums,The Queen's Club,https://www.tripadvisor.com/Attraction_Review-g186338-d559170-Reviews-The_Queen_s_Club-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/05/ff/5e/86/entrance.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d559170-Reviews-The_Queen_s_Club-London_England.html,64,4.0,“andy murray”,“quarter finals”,“watch tennis”,"Palliser Road | West Kensington, London W14 9EQ, England",W14 9EQ,arenas & stadiums,andy murray quarter finals watch tennis,andy murray quarter finals watch tennis arenas & stadiumsthe queen's club
Monuments & Statues,"The Meeting Place Statue, St. Pancras Station",https://www.tripadvisor.com/Attraction_Review-g186338-d10910717-Reviews-The_Meeting_Place_Statue_St_Pancras_Station-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/26/39/83/the-meeting-place-statue.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10910717-Reviews-The_Meeting_Place_Statue_St_Pancras_Station-London_England.html,20,4.5,“eurostar train”,“bronze”,“grandeur”,"Euston Road adj. to King's Cross Station | St Pancras Station, London, England",,monuments & statues,eurostar train bronze grandeur,"eurostar train bronze grandeur monuments & statuesthe meeting place statue, st. pancras station"
Points of Interest & Landmarks,National Firefighters Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d7282111-Reviews-National_Firefighters_Memorial-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/08/4d/0a/d3/national-firefighters.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d7282111-Reviews-National_Firefighters_Memorial-London_England.html,34,4.0,“millennium bridge”,“lost their lives”,“second world war”,"Carter Lane Gardens | St Paul’s Churchyard, London EC4M 8BX, England",EC4M 8BX,points of interest & landmarks,millennium bridge lost their lives second world war,millennium bridge lost their lives second world war points of interest & landmarksnational firefighters memorial
Monuments & Statues,Crimean War Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d8697155-Reviews-Crimean_War_Memorial-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/09/28/4f/c0/crimean-war-memorial.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8697155-Reviews-Crimean_War_Memorial-London_England.html,30,4.0,“florence nightingale”,“waterloo place”,“near trafalgar square”,"Waterloo Place, London, England",,monuments & statues,florence nightingale waterloo place near trafalgar square,florence nightingale waterloo place near trafalgar square monuments & statuescrimean war memorial
Points of Interest & Landmarks,Temple Bar Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d6212760-Reviews-Temple_Bar_Memorial-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/05/60/ac/0b/temple-bar-memorial.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d6212760-Reviews-Temple_Bar_Memorial-London_England.html,31,4.0,“fleet street”,“the dragon”,“neo renaissance style”,"Fleet Street | The Strand, London, England",,points of interest & landmarks,fleet street the dragon neo renaissance style,fleet street the dragon neo renaissance style points of interest & landmarkstemple bar memorial
Arenas & Stadiums,Copper Box Arena,https://www.tripadvisor.com/Attraction_Review-g186338-d5005489-Reviews-Copper_Box_Arena-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/76/52/d0/copper-box-arena-home.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d5005489-Reviews-Copper_Box_Arena-London_England.html,66,4.0,“olympic park”,“westfield shopping centre”,“stratford station”,"| Queen Elizabeth Olympic Park, London E203HB, England",E203HB,arenas & stadiums,olympic park westfield shopping centre stratford station,olympic park westfield shopping centre stratford station arenas & stadiumscopper box arena
Cemeteries,West Norwood Cemetery,https://www.tripadvisor.com/Attraction_Review-g186338-d2056182-Reviews-West_Norwood_Cemetery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/ce/8c/dd/west-norwood-cemetery.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2056182-Reviews-West_Norwood_Cemetery-London_England.html,20,4.5,“buried here”,“sir henry tate”,“open to the public”,"Norwood Road, London, England",,cemeteries,buried here sir henry tate open to the public,buried here sir henry tate open to the public cemeterieswest norwood cemetery
Points of Interest & Landmarks,St. Lawrence Jewry,https://www.tripadvisor.com/Attraction_Review-g186338-d4757853-Reviews-St_Lawrence_Jewry-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/04/71/2a/32/st-lawrence-jewry.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d4757853-Reviews-St_Lawrence_Jewry-London_England.html,23,4.5,“lord mayor”,“beautiful church”,“stained glass”,"St. Lawrence Jewry Vicarage Guildhall Yard, London EC2V 5AA, England",EC2V 5AA,points of interest & landmarks,lord mayor beautiful church stained glass,lord mayor beautiful church stained glass points of interest & landmarksst. lawrence jewry
Historic Walking Areas,Threadneedle Street,https://www.tripadvisor.com/Attraction_Review-g186338-d8415338-Reviews-Threadneedle_Street-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/09/b9/59/f1/threadneedle-street.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8415338-Reviews-Threadneedle_Street-London_England.html,30,4.0,“royal exchange”,“short street”,“stock exchange”,"Threadneedle Street, London, England",,historic walking areas,royal exchange short street stock exchange,royal exchange short street stock exchange historic walking areasthreadneedle street
Historic Sites,Southwark Park,https://www.tripadvisor.com/Attraction_Review-g186338-d11862569-Reviews-Southwark_Park-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/34/0e/b4/alleja.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d11862569-Reviews-Southwark_Park-London_England.html,14,5.0,“canada water”,“rose garden”,“an art gallery”,"Rotherhithe, London, England",,historic sites,canada water rose garden an art gallery,canada water rose garden an art gallery historic sitessouthwark park
Points of Interest & Landmarks,Stoke Newington,https://www.tripadvisor.com/Attraction_Review-g186338-d2633432-Reviews-Stoke_Newington-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/6a/54/5f/filename-dsc06285-jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2633432-Reviews-Stoke_Newington-London_England.html,39,4.5,,,,"Stoke Newington, London, England",,points of interest & landmarks,, points of interest & landmarksstoke newington
Neighborhoods,Hyde Park Corner,https://www.tripadvisor.com/Attraction_Review-g186338-d10594347-Reviews-Hyde_Park_Corner-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/31/d2/e5/almost-evening-at-hyde.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d10594347-Reviews-Hyde_Park_Corner-London_England.html,28,4.0,“wellington arch”,“tube station”,“worth a visit”,"The Mall / Piccadilly / Grosvenor Place | Hyde Park, London, England",,neighborhoods,wellington arch tube station worth a visit,wellington arch tube station worth a visit neighborhoodshyde park corner
Churches & Cathedrals,St James's Roman Catholic Church,https://www.tripadvisor.com/Attraction_Review-g186338-d3445646-Reviews-St_James_s_Roman_Catholic_Church-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/06/07/93/07/st-james-s-roman-catholic.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3445646-Reviews-St_James_s_Roman_Catholic_Church-London_England.html,32,4.0,“wallace collection”,“gothic style”,“located on george street”,"22 George Street, London W1U 3QY, England",W1U 3QY,churches & cathedrals,wallace collection gothic style located on george street,wallace collection gothic style located on george street churches & cathedralsst james's roman catholic church
Points of Interest & Landmarks,Wardour Street,https://www.tripadvisor.com/Attraction_Review-g186338-d215635-Reviews-Wardour_Street-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/e2/79/1a/caption.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d215635-Reviews-Wardour_Street-London_England.html,34,4.0,,,,"London, England",,points of interest & landmarks,, points of interest & landmarkswardour street
Farms,Newham City Farm,https://www.tripadvisor.com/Attraction_Review-g186338-d2523979-Reviews-Newham_City_Farm-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/04/6a/9e/fe/newham-city-farm.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2523979-Reviews-Newham_City_Farm-London_England.html,20,4.5,,,,"Will Thorne Pavilion Stansfeld Road, London E6 5LT, England",E6 5LT,farms,, farmsnewham city farm
Educational sites,Hackney City Farm,https://www.tripadvisor.com/Attraction_Review-g186338-d548799-Reviews-Hackney_City_Farm-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/6a/62/14/filename-dsc06307-jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d548799-Reviews-Hackney_City_Farm-London_England.html,75,4.0,“farm animals”,“flower market”,“pottery studio”,"1A Goldsmiths Row | Hackney, London E2 8QA, England",E2 8QA,educational sites,farm animals flower market pottery studio,farm animals flower market pottery studio educational siteshackney city farm
Neighborhoods,Old Hampstead Village,https://www.tripadvisor.com/Attraction_Review-g186338-d187732-Reviews-Old_Hampstead_Village-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/02/70/2e/94/filename-img-0773-jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187732-Reviews-Old_Hampstead_Village-London_England.html,32,4.5,,,,"London, England",,neighborhoods,, neighborhoodsold hampstead village
Churches & Cathedrals,St. Mary le Strand,https://www.tripadvisor.com/Attraction_Review-g186338-d215627-Reviews-St_Mary_le_Strand-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/05/6c/82/bd/st-mary-le-strand.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d215627-Reviews-St_Mary_le_Strand-London_England.html,24,4.5,“island church”,“small church”,“somerset house”,"Strand, London WC2R 1ES, England",WC2R 1ES,churches & cathedrals,island church small church somerset house,island church small church somerset house churches & cathedralsst. mary le strand
Historic Sites,Brixton Windmill (Ashby's Mill),https://www.tripadvisor.com/Attraction_Review-g186338-d3398496-Reviews-Brixton_Windmill_Ashby_s_Mill-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/07/e8/93/9b/brixton-windmill.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3398496-Reviews-Brixton_Windmill_Ashby_s_Mill-London_England.html,21,4.5,,,,"West end of Blenheim Gardens, off Brixton Hill, London SW2 5EU, England",SW2 5EU,historic sites,, historic sitesbrixton windmill (ashby's mill)
Architectural Buildings,Ranger's House,https://www.tripadvisor.com/Attraction_Review-g186338-d215616-Reviews-Ranger_s_House-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/06/7b/72/34/from-the-rose-garden.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d215616-Reviews-Ranger_s_House-London_England.html,35,4.0,“english heritage”,“greenwich park”,“guided tour”,"Rangers House Chesterfield Walk, London SE10 8QX, England",SE10 8QX,architectural buildings,english heritage greenwich park guided tour,english heritage greenwich park guided tour architectural buildingsranger's house
Monuments & Statues,The Four Bronze Horses of Helios,https://www.tripadvisor.com/Attraction_Review-g186338-d12078827-Reviews-The_Four_Bronze_Horses_of_Helios-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/43/78/84/horse.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12078827-Reviews-The_Four_Bronze_Horses_of_Helios-London_England.html,18,4.5,“piccadilly circus”,“statue”,“fountain”,"Haymarket, London, England",,monuments & statues,piccadilly circus statue fountain,piccadilly circus statue fountain monuments & statuesthe four bronze horses of helios
