categories,place_name,place_name_link,review_count_x,review_count_link,thumbnail_image,thumbnail_image_alt,thumbnail_image_link,url_x,url_y,review_count_y,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode
Sacred & Religious Sites,East London Mosque & London Muslim Centre,https://www.tripadvisor.com/Attraction_Review-g186338-d4552473-Reviews-East_London_Mosque_London_Muslim_Centre-London_England.html,38 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d4552473-Reviews-East_London_Mosque_London_Muslim_Centre-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/07/15/21/64/east-london-mosque.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d4552473-Reviews-East_London_Mosque_London_Muslim_Centre-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa180-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d4552473-Reviews-East_London_Mosque_London_Muslim_Centre-London_England.html,38,5.0,“prayer area”,“prayer room”,“masjid”,"46-92 Whitechapel Road, London E1 1JQ, England","London E1 1JQ,"
Castles,St. James's Palace,https://www.tripadvisor.com/Attraction_Review-g186338-d188127-Reviews-St_James_s_Palace-London_England.html,114 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d188127-Reviews-St_James_s_Palace-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/0a/7e/63/st-james-s-palace.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d188127-Reviews-St_James_s_Palace-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa180-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d188127-Reviews-St_James_s_Palace-London_England.html,114,4.0,“official residence”,“pall mall”,“tudor times”,"London, England","London,"
Monuments & Statues,Australian War Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d2322373-Reviews-Australian_War_Memorial-London_England.html,74 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d2322373-Reviews-Australian_War_Memorial-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/02/28/2f/4b/tiles-lined-along-the.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d2322373-Reviews-Australian_War_Memorial-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa180-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d2322373-Reviews-Australian_War_Memorial-London_England.html,74,4.5,“wellington arch”,“hyde park corner”,“fitting tribute”,"Hyde Park | opp. Apsley House, London W2 2UH, England","London W2 2UH,"
Neighborhoods,Sloane Square,https://www.tripadvisor.com/Attraction_Review-g186338-d188041-Reviews-Sloane_Square-London_England.html,113 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d188041-Reviews-Sloane_Square-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/61/7d/23/sloane-square-december.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d188041-Reviews-Sloane_Square-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa180-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d188041-Reviews-Sloane_Square-London_England.html,114,4.0,“royal court theatre”,“saatchi gallery”,“peter jones”,"London, England","London,"
Points of Interest & Landmarks,Shaftesbury Avenue,https://www.tripadvisor.com/Attraction_Review-g186338-d215620-Reviews-Shaftesbury_Avenue-London_England.html,87 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d215620-Reviews-Shaftesbury_Avenue-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/01/35/64/02/shaftesbury-avenue.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d215620-Reviews-Shaftesbury_Avenue-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa180-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d215620-Reviews-Shaftesbury_Avenue-London_England.html,87,4.0,“piccadilly circus”,“west end theatre district”,“main theatre”,"London, England","London,"
Points of Interest & Landmarks,Paternoster Square,https://www.tripadvisor.com/Attraction_Review-g186338-d215613-Reviews-Paternoster_Square-London_England.html,98 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d215613-Reviews-Paternoster_Square-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0d/3e/37/64/pseudo-monument-that.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d215613-Reviews-Paternoster_Square-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa180-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d215613-Reviews-Paternoster_Square-London_England.html,98,4.0,“st paul's cathedral”,“stock exchange”,“paternoster chop house”,"Just North of St. Paul's Cathedral, London EC4M 7DX, England","London EC4M 7DX,"
Architectural Buildings,London Victoria Station,https://www.tripadvisor.com/Attraction_Review-g186338-d8388711-Reviews-London_Victoria_Station-London_England.html,341 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d8388711-Reviews-London_Victoria_Station-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/08/76/5b/f7/london-victoria-station.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d8388711-Reviews-London_Victoria_Station-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa180-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d8388711-Reviews-London_Victoria_Station-London_England.html,341,4.0,“gatwick express”,“big station”,“grosvenor hotel”,"Victoria Station Victoria Arcade, London SW1E 5ND, England","London SW1E 5ND,"
Points of Interest & Landmarks,Shad Thames,https://www.tripadvisor.com/Attraction_Review-g186338-d6585879-Reviews-Shad_Thames-London_England.html,55 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6585879-Reviews-Shad_Thames-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/05/cd/07/c6/shad-thames.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6585879-Reviews-Shad_Thames-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa180-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6585879-Reviews-Shad_Thames-London_England.html,55,4.5,“butler's wharf”,“cobbled streets”,“design museum”,"London, England","London,"
Cemeteries,"Nunhead Cemetery, South London",https://www.tripadvisor.com/Attraction_Review-g186338-d7131976-Reviews-Nunhead_Cemetery_South_London-London_England.html,32 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7131976-Reviews-Nunhead_Cemetery_South_London-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/06/b4/9e/8b/nunhead-cemetery-south.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d7131976-Reviews-Nunhead_Cemetery_South_London-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa180-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7131976-Reviews-Nunhead_Cemetery_South_London-London_England.html,32,5.0,“st paul's cathedral”,“great victorian”,“british museum”,"Nunhead Cemetery Linden Grove, London SE15 3LP, England","London SE15 3LP,"
Points of Interest & Landmarks,David Bowie Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d10053598-Reviews-David_Bowie_Memorial-London_England.html,44 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10053598-Reviews-David_Bowie_Memorial-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/0a/8b/77/45/bowie-memorial-brixton.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10053598-Reviews-David_Bowie_Memorial-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10053598-Reviews-David_Bowie_Memorial-London_England.html,45,4.5,“bowie fan”,“brixton tube”,“street art”,"464 Brixton Road | Tunstall Road, London SW9 8EA, England","London SW9 8EA,"
Architectural Buildings,2 Willow Road,https://www.tripadvisor.com/Attraction_Review-g186338-d215367-Reviews-2_Willow_Road-London_England.html,78 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d215367-Reviews-2_Willow_Road-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/06/10/86/d7/2-willow-road.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d215367-Reviews-2_Willow_Road-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d215367-Reviews-2_Willow_Road-London_England.html,78,4.5,“fenton house”,“national trust”,“erno goldfinger”,"Flat 2 Willow Hall 2 Willow Road | Hampstead, London NW3 1TR, England","London NW3 1TR,"
Points of Interest & Landmarks,Savile Row,https://www.tripadvisor.com/Attraction_Review-g186338-d215619-Reviews-Savile_Row-London_England.html,67 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d215619-Reviews-Savile_Row-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/03/77/df/12/1-savile-row-gieves-hawkes.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d215619-Reviews-Savile_Row-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d215619-Reviews-Savile_Row-London_England.html,67,4.0,“bespoke tailoring”,“regent street”,“tailoring shops”,"London, England","London,"
Neighborhoods,Chelsea,https://www.tripadvisor.com/Attraction_Review-g186338-d187911-Reviews-Chelsea-London_England.html,144 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d187911-Reviews-Chelsea-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/44/d8/83/chelsea-harbour-from.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d187911-Reviews-Chelsea-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d187911-Reviews-Chelsea-London_England.html,145,4.0,“kings road”,“saatchi gallery”,“royal hospital”,"Chelsea, London, England","London,"
Cemeteries,Crossbones Graveyard,https://www.tripadvisor.com/Attraction_Review-g186338-d2299942-Reviews-Crossbones_Graveyard-London_England.html,58 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d2299942-Reviews-Crossbones_Graveyard-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/02/7e/6a/c1/filename-p1120038-jpg.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d2299942-Reviews-Crossbones_Graveyard-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d2299942-Reviews-Crossbones_Graveyard-London_England.html,58,4.5,“memorial garden”,“poor souls”,“borough market”,"Redcross Way | Southwark, London, England","London,"
Architectural Buildings,St. Stephen Walbrook,https://www.tripadvisor.com/Attraction_Review-g186338-d188162-Reviews-St_Stephen_Walbrook-London_England.html,54 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d188162-Reviews-St_Stephen_Walbrook-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0d/8e/24/31/esterno.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d188162-Reviews-St_Stephen_Walbrook-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d188162-Reviews-St_Stephen_Walbrook-London_England.html,54,4.5,“wren church”,“beautiful dome”,“central altar”,"39 Walbrook, London EC4N 8BN, England","London EC4N 8BN,"
Cemeteries,Abney Park Cemetery,https://www.tripadvisor.com/Attraction_Review-g186338-d6560675-Reviews-Abney_Park_Cemetery-London_England.html,56 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6560675-Reviews-Abney_Park_Cemetery-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/05/de/b3/b2/abney-park-cemetery.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6560675-Reviews-Abney_Park_Cemetery-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6560675-Reviews-Abney_Park_Cemetery-London_England.html,56,4.5,“nature reserve”,“first sunday of every month”,“kensal green”,"Abney Park Cemetery Cemetery Stoke Stoke Newington High Street, London N16 0LH, England","London N16 0LH,"
Historic Sites,Mansion House of City of London,https://www.tripadvisor.com/Attraction_Review-g186338-d3847707-Reviews-Mansion_House_of_City_of_London-London_England.html,54 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d3847707-Reviews-Mansion_House_of_City_of_London-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/06/3c/4c/92/demonstration-outside.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d3847707-Reviews-Mansion_House_of_City_of_London-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d3847707-Reviews-Mansion_House_of_City_of_London-London_England.html,54,4.5,“lord mayor”,“official residence”,“open to the public”,"Walbrook, London EC4N 8BH, England","London EC4N 8BH,"
Historic Walking Areas,Millennium Mile,https://www.tripadvisor.com/Attraction_Review-g186338-d256936-Reviews-Millennium_Mile-London_England.html,44 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d256936-Reviews-Millennium_Mile-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/05/68/98/07/millennium-mile.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d256936-Reviews-Millennium_Mile-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d256936-Reviews-Millennium_Mile-London_England.html,44,4.5,“westminster bridge”,“scenic walk”,“when visiting london”,"London, England","London,"
Neighborhoods,Hammersmith,https://www.tripadvisor.com/Attraction_Review-g186338-d941806-Reviews-Hammersmith-London_England.html,114 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d941806-Reviews-Hammersmith-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/0a/3c/54/hammersmith-bridge.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d941806-Reviews-Hammersmith-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d941806-Reviews-Hammersmith-London_England.html,114,4.0,“shepherds bush”,“both sides”,“visiting london”,"The Mall | Hammersmith, London W6 9HW, England","London W6 9HW,"
Educational sites,HQS Wellington,https://www.tripadvisor.com/Attraction_Review-g186338-d7788273-Reviews-HQS_Wellington-London_England.html,32 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7788273-Reviews-HQS_Wellington-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/07/81/e5/28/hqs-wellington.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d7788273-Reviews-HQS_Wellington-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7788273-Reviews-HQS_Wellington-London_England.html,32,4.5,“maritime history”,“temple station”,“cleopatra's needle”,"H Q S Wellington Victoria Embankment | Victoria Embankment, London WC2R 2PN, England","London WC2R 2PN,"
Architectural Buildings,Lambeth Palace,https://www.tripadvisor.com/Attraction_Review-g186338-d545633-Reviews-Lambeth_Palace-London_England.html,51 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d545633-Reviews-Lambeth_Palace-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/08/2e/c6/7d/lambeth-palace.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d545633-Reviews-Lambeth_Palace-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d545633-Reviews-Lambeth_Palace-London_England.html,51,4.5,“open to the public”,“open house”,“guard room”,"Lambeth Palace Road, London SE1 7JU, England","London SE1 7JU,"
Sacred & Religious Sites,St. Etheldreda's,https://www.tripadvisor.com/Attraction_Review-g186338-d214627-Reviews-St_Etheldreda_s-London_England.html,39 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d214627-Reviews-St_Etheldreda_s-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/06/80/b9/24/the-outside-of-this-beautiful.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d214627-Reviews-St_Etheldreda_s-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d214627-Reviews-St_Etheldreda_s-London_England.html,39,4.5,“catholic church”,“ely place”,“lovely stained glass windows”,"Ely Place | Holborn Circus, London EC1, England","London EC1,"
Neighborhoods,Bloomsbury,https://www.tripadvisor.com/Attraction_Review-g186338-d188023-Reviews-Bloomsbury-London_England.html,53 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d188023-Reviews-Bloomsbury-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/00/13/0b/b4/russell-square-park.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d188023-Reviews-Bloomsbury-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d188023-Reviews-Bloomsbury-London_England.html,53,4.5,“russell square”,“virginia woolf”,“garden squares”,"London, England","London,"
Historic Sites,Strand,https://www.tripadvisor.com/Attraction_Review-g186338-d215629-Reviews-Strand-London_England.html,80 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d215629-Reviews-Strand-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/59/6b/15/the-strand-theater-where.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d215629-Reviews-Strand-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d215629-Reviews-Strand-London_England.html,80,4.0,“savoy hotel”,“royal courts of justice”,“fleet street”,"London, England","London,"
Points of Interest & Landmarks,Platform 9 3/4,https://www.tripadvisor.com/Attraction_Review-g186338-d2350633-Reviews-Platform_9_3_4-London_England.html,568 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d2350633-Reviews-Platform_9_3_4-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/02/80/e2/20/filename-100-2952-jpg.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d2350633-Reviews-Platform_9_3_4-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d2350633-Reviews-Platform_9_3_4-London_England.html,569,3.5,“harry potter fan”,“kings cross station”,“professional photographer”,"King's Cross Station, London, England","London,"
Architectural Buildings,St. Mary-le-Bow,https://www.tripadvisor.com/Attraction_Review-g186338-d188160-Reviews-St_Mary_le_Bow-London_England.html,56 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d188160-Reviews-St_Mary_le_Bow-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/05/fb/a3/71/st-mary-le-bow.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d188160-Reviews-St_Mary_le_Bow-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d188160-Reviews-St_Mary_le_Bow-London_England.html,56,4.0,“wren church”,“captain john”,“saxon times”,"Cheapside, London EC2, England","London EC2,"
Cemeteries,Bunhill Fields,https://www.tripadvisor.com/Attraction_Review-g186338-d215370-Reviews-Bunhill_Fields-London_England.html,52 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d215370-Reviews-Bunhill_Fields-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/03/87/5a/b9/bunhill-fields.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d215370-Reviews-Bunhill_Fields-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d215370-Reviews-Bunhill_Fields-London_England.html,52,4.0,“william blake”,“buried here”,“burial ground”,"38 City Rd, London, London EC1Y 1AU, England","London EC1Y 1AU,"
Points of Interest & Landmarks,Sloane Street,https://www.tripadvisor.com/Attraction_Review-g186338-d188712-Reviews-Sloane_Street-London_England.html,55 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d188712-Reviews-Sloane_Street-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/50/f9/76/in-the-sloane-street.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d188712-Reviews-Sloane_Street-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d188712-Reviews-Sloane_Street-London_England.html,56,4.5,“high end shopping”,“harvey nichols”,“designer shops”,"London, England","London,"
Sacred & Religious Sites,Christ Church Spitalfields,https://www.tripadvisor.com/Attraction_Review-g186338-d524212-Reviews-Christ_Church_Spitalfields-London_England.html,54 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d524212-Reviews-Christ_Church_Spitalfields-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/03/96/76/4d/christ-church-spitalfields.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d524212-Reviews-Christ_Church_Spitalfields-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d524212-Reviews-Christ_Church_Spitalfields-London_England.html,54,4.5,“ten bells”,“pipe organ”,“queen anne”,"Christ Church Commercial Street | Spitalfields, London E1 6LY, England","London E1 6LY,"
Monuments & Statues,New Zealand Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d2366044-Reviews-New_Zealand_Memorial-London_England.html,54 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d2366044-Reviews-New_Zealand_Memorial-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/02/2e/cf/21/walking-through-hyde.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d2366044-Reviews-New_Zealand_Memorial-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d2366044-Reviews-New_Zealand_Memorial-London_England.html,54,4.0,“new zealanders”,“wellington arch”,“hyde park corner”,"Hyde Park, London W2 2UH, England","London W2 2UH,"
Monuments & Statues,Little Ben,https://www.tripadvisor.com/Attraction_Review-g186338-d909961-Reviews-Little_Ben-London_England.html,51 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d909961-Reviews-Little_Ben-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/05/38/09/ce/little-ben.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d909961-Reviews-Little_Ben-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d909961-Reviews-Little_Ben-London_England.html,51,4.0,“victoria station”,“clock tower”,“closer look”,"at the intersection of Vauxhall Bridge Road and Victoria Street | Westminster, London, England","London,"
Points of Interest & Landmarks,Trinity Hill Memorial,https://www.tripadvisor.com/Attraction_Review-g186338-d6984441-Reviews-Trinity_Hill_Memorial-London_England.html,51 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6984441-Reviews-Trinity_Hill_Memorial-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/06/cc/b1/34/the-tower-hill-memorial.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6984441-Reviews-Trinity_Hill_Memorial-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6984441-Reviews-Trinity_Hill_Memorial-London_England.html,51,4.0,“merchant navy”,“men and women”,“lost their lives”,"Trinity House Trinity Square, London EC3N 4DH, England","London EC3N 4DH,"
Historic Sites,575 Wandsworth Road,https://www.tripadvisor.com/Attraction_Review-g186338-d3965593-Reviews-575_Wandsworth_Road-London_England.html,32 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d3965593-Reviews-575_Wandsworth_Road-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/09/03/8b/7d/575-wandsworth-road.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d3965593-Reviews-575_Wandsworth_Road-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d3965593-Reviews-575_Wandsworth_Road-London_England.html,32,4.5,“national trust”,“eclectic collection”,“fretwork”,"575 Wandsworth Road, London SW8 3JD, England","London SW8 3JD,"
Churches & Cathedrals,St Paul's Church,https://www.tripadvisor.com/Attraction_Review-g186338-d1943754-Reviews-St_Paul_s_Church-London_England.html,39 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d1943754-Reviews-St_Paul_s_Church-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/0a/ad/10/da/st-paul-s-church.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d1943754-Reviews-St_Paul_s_Church-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d1943754-Reviews-St_Paul_s_Church-London_England.html,39,4.5,,,,"Coffey Street | Mary Ann Gardens, Deptford, London SE8 3DS, England","London SE8 3DS,"
Ancient Ruins,London Wall,https://www.tripadvisor.com/Attraction_Review-g186338-d6384956-Reviews-London_Wall-London_England.html,69 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6384956-Reviews-London_Wall-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/05/fe/ae/cf/london-wall.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6384956-Reviews-London_Wall-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6384956-Reviews-London_Wall-London_England.html,69,4.0,“tower hill”,“original wall”,“roman city”,"60 London Wall, London EC2M 5TQ, England","London EC2M 5TQ,"
