name,name_link,review_count_link,cuisines_block_x,cuisines_categories,cuisines_categories_link,reviews,url_y,rating,cuisines_block,price_group,review_count,review_talk_1,review_talk_2,review_talk_3,address,postcode,thumbnail,thumbnail_alt_x,thumbnail_alt_y,categories,reviews_combined,rev_cat_soup
Spuntino,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2082878-Reviews-Spuntino-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2082878-Reviews-Spuntino-London_England.html#REVIEWS,££ - £££ Italian American Bar Vegetarian Friendly Vegan Options,Italian; American; Vegetarian Friendly; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c2-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Great burgers; Great burger!!!!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2082878-Reviews-Spuntino-London_England.html,4.0,"Italian, American, Bar, Vegetarian Friendly, Vegan Options",$$ - $$$,382,“sliders”,“mac and cheese”,“polpo”,"61 Rupert Street | Soho, London W1D 7PW, England",W1D 7PW,https://media-cdn.tripadvisor.com/media/photo-w/10/7c/60/51/these-were-good-sliders.jpg,,,italian american vegetarianfriendly veganoptions,Great burgers Great burger sliders mac and cheese polpo,Great burgers Great burger sliders mac and cheese polpo italian american vegetarianfriendly veganoptions
Quaglino's,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720365-Reviews-Quaglino_s-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720365-Reviews-Quaglino_s-London_England.html#REVIEWS,££££ European British Vegetarian Friendly Vegan Options Gluten Free Options,European; British; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Jilly; Enjoyable but can be loud,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720365-Reviews-Quaglino_s-London_England.html,4.0,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$$$,"1,654",“brunch”,“venison”,“oysters”,"16 Bury Street | St. James, London SW1Y 6AJ, England",SW1Y 6AJ,https://media-cdn.tripadvisor.com/media/photo-w/07/77/8f/73/quaglino-s.jpg,,,european british vegetarianfriendly veganoptions glutenfreeoptions,Jilly Enjoyable but can be loud brunch venison oysters,Jilly Enjoyable but can be loud brunch venison oysters european british vegetarianfriendly veganoptions glutenfreeoptions
The Yellow House Bar & Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720819-Reviews-The_Yellow_House_Bar_Kitchen-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720819-Reviews-The_Yellow_House_Bar_Kitchen-London_England.html#REVIEWS,££ - £££ Bar Vegetarian Friendly Vegan Options Gluten Free Options,Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"Great food, great service and all with a s...; Pasta before VMLM",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720819-Reviews-The_Yellow_House_Bar_Kitchen-London_England.html,4.5,"Search available times for this restaurant; Bar, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,210,“pizza”,“chocolate truffles”,“roast beef”,"126 Lower Road | Surrey Quays, London SE16 2UE, England",SE16 2UE,https://media-cdn.tripadvisor.com/media/photo-w/09/77/ac/01/photo1jpg.jpg,,,vegetarianfriendly veganoptions glutenfreeoptions,Great food great service and all with a s Pasta before VMLM pizza chocolate truffles roast beef,Great food great service and all with a s Pasta before VMLM pizza chocolate truffles roast beef vegetarianfriendly veganoptions glutenfreeoptions
Dinings,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d825556-Reviews-Dinings-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d825556-Reviews-Dinings-London_England.html#REVIEWS,££££ Japanese Sushi Asian Vegetarian Friendly Gluten Free Options,Japanese; Sushi; Asian; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c27-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c38-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,A real treat!; Fantastic!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d825556-Reviews-Dinings-London_England.html,4.0,"Japanese, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",$$$$,459,“sushi”,“wagyu beef”,“truffle”,"22 Harcourt Street, London W1H 4HH, England",W1H 4HH,https://media-cdn.tripadvisor.com/media/photo-s/11/6e/fb/42/photo3jpg.jpg,,,japanese sushi asian vegetarianfriendly glutenfreeoptions,A real treat Fantastic sushi wagyu beef truffle,A real treat Fantastic sushi wagyu beef truffle japanese sushi asian vegetarianfriendly glutenfreeoptions
Simply Indian,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d953728-Reviews-Simply_Indian-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d953728-Reviews-Simply_Indian-London_England.html#REVIEWS,££ - £££ Indian Asian Vegetarian Friendly Halal Vegan Options Gluten Free Options,Indian; Asian; Vegetarian Friendly; Halal; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c24-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10751-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Wonderfully Different; Family Restaurant - Tiny but good,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d953728-Reviews-Simply_Indian-London_England.html,4.0,"Indian, Asian, Vegetarian Friendly, Halal, Vegan Options, Gluten Free Options",$$ - $$$,607,“goat curry”,“masala dosa”,“curries”,"25 Tabard Street, London SE1 4LA, England",SE1 4LA,https://media-cdn.tripadvisor.com/media/photo-s/0b/60/8d/02/cobra-curry-guide-award.jpg,,,indian asian vegetarianfriendly halal veganoptions glutenfreeoptions,Wonderfully Different Family Restaurant - Tiny but good goat curry masala dosa curries,Wonderfully Different Family Restaurant - Tiny but good goat curry masala dosa curries indian asian vegetarianfriendly halal veganoptions glutenfreeoptions
Byron Putney,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3859685-Reviews-Byron_Putney-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3859685-Reviews-Byron_Putney-London_England.html#REVIEWS,££ - £££ American Vegetarian Friendly Gluten Free Options,American; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c2-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Great staff amazing food; G.L,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3859685-Reviews-Byron_Putney-London_England.html,4.5,"American, Vegetarian Friendly, Gluten Free Options",$$ - $$$,148,“courgette fries”,“burger”,“smashed avocado”,"22 Putney High Street, London SW15 1SL, England",SW15 1SL,https://media-cdn.tripadvisor.com/media/photo-s/10/7b/28/27/cherry-craft-soda-recommended.jpg,,,american vegetarianfriendly glutenfreeoptions,Great staff amazing food GL courgette fries burger smashed avocado,Great staff amazing food GL courgette fries burger smashed avocado american vegetarianfriendly glutenfreeoptions
Heirloom,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6735995-Reviews-Heirloom-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6735995-Reviews-Heirloom-London_England.html#REVIEWS,££ - £££ British Contemporary Gluten Free Options Vegetarian Friendly Vegan Options,British; Gluten Free Options; Vegetarian Friendly; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Amazing food; Great Sunday Lunch,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6735995-Reviews-Heirloom-London_England.html,4.5,"British, Contemporary, Gluten Free Options, Vegetarian Friendly, Vegan Options",$$ - $$$,174,“sunday roast”,“cheese fritters”,“venison carpaccio”,"33-35 Park Road, London N8 8TE, England",N8 8TE,https://media-cdn.tripadvisor.com/media/photo-s/10/ef/62/81/heirloom.jpg,,,british glutenfreeoptions vegetarianfriendly veganoptions,Amazing food Great Sunday Lunch sunday roast cheese fritters venison carpaccio,Amazing food Great Sunday Lunch sunday roast cheese fritters venison carpaccio british glutenfreeoptions vegetarianfriendly veganoptions
Le restaurant de Paul - Covent Garden,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1019002-Reviews-Le_restaurant_de_Paul_Covent_Garden-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1019002-Reviews-Le_restaurant_de_Paul_Covent_Garden-London_England.html#REVIEWS,££ - £££ French Cafe European Vegetarian Friendly Vegan Options Gluten Free Options,French; Cafe; European; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c8-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Smashing French Breakfast and Service; Great Find,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1019002-Reviews-Le_restaurant_de_Paul_Covent_Garden-London_England.html,4.5,"French, Cafe, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,484,“macaroons”,“bread”,“coq au vin”,"29 Bedford Street | Covent Garden, London WC2E 9ED, England",WC2E 9ED,https://media-cdn.tripadvisor.com/media/photo-o/06/9d/4d/2d/le-restaurant-de-paul.jpg,,,french cafe european vegetarianfriendly veganoptions glutenfreeoptions,Smashing French Breakfast and Service Great Find macaroons bread coq au vin,Smashing French Breakfast and Service Great Find macaroons bread coq au vin french cafe european vegetarianfriendly veganoptions glutenfreeoptions
Roti King,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5816604-Reviews-Roti_King-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5816604-Reviews-Roti_King-London_England.html#REVIEWS,£ Asian Singaporean Malaysian Vegetarian Friendly Vegan Options Halal,Asian; Malaysian; Vegetarian Friendly; Vegan Options; Halal,https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10741-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10751-London_England.html,Delicious Dinner; Quick tasty dinner at RK,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5816604-Reviews-Roti_King-London_England.html,4.0,"Asian, Singaporean, Malaysian, Vegetarian Friendly, Vegan Options, Halal",$,438,“roti canai”,“beef rendang”,“char kway teow”,"40 Doric Way, London NW1 1LH, England",NW1 1LH,https://media-cdn.tripadvisor.com/media/photo-s/12/b5/9d/15/photo1jpg.jpg,,,asian malaysian vegetarianfriendly veganoptions halal,Delicious Dinner Quick tasty dinner at RK roti canai beef rendang char kway teow,Delicious Dinner Quick tasty dinner at RK roti canai beef rendang char kway teow asian malaysian vegetarianfriendly veganoptions halal
100 Wardour St,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9582978-Reviews-100_Wardour_St-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9582978-Reviews-100_Wardour_St-London_England.html#REVIEWS,££ - £££ Bar Mediterranean European British Wine Bar Central European Vegetarian Friendly Vegan Options Gluten Free Options,Mediterranean; European; British; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Good food and prosecco!; Great live music,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9582978-Reviews-100_Wardour_St-London_England.html,4.0,"Search available times for this restaurant; Bar, Mediterranean, European, British, Wine Bar, Central European, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,773,“brunch”,“unlimited prosecco”,“risotto”,"100 Wardour Street, London W1F 0TN, England",W1F 0TN,https://media-cdn.tripadvisor.com/media/photo-w/0f/d6/a0/c0/100-wardour-st.jpg,,,mediterranean european british vegetarianfriendly veganoptions glutenfreeoptions,Good food and prosecco Great live music brunch unlimited prosecco risotto,Good food and prosecco Great live music brunch unlimited prosecco risotto mediterranean european british vegetarianfriendly veganoptions glutenfreeoptions
Hibiscus,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d877674-Reviews-Hibiscus-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d877674-Reviews-Hibiscus-London_England.html#REVIEWS,££££ French European Vegetarian Friendly Vegan Options,French; European; Vegetarian Friendly; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Amazing food and wine selection; Amazing food but a touch overpriced,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d877674-Reviews-Hibiscus-London_England.html,4.0,"French, European, Vegetarian Friendly, Vegan Options",$$$$,813,,,,"29 Maddox Street, London W1S 2PA, England",W1S 2PA,https://media-cdn.tripadvisor.com/media/photo-s/0b/fe/4b/31/hibiscus.jpg,,,french european vegetarianfriendly veganoptions,,
Cabana Brixton,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8663341-Reviews-Cabana_Brixton-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8663341-Reviews-Cabana_Brixton-London_England.html#REVIEWS,££ - £££ Grill Brazilian Latin Bar Barbecue South American Vegetarian Friendly Vegan Options Gluten Free Options,Latin; Barbecue; South American; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c10639-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c6-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c35-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,An all time favourite restaurant!; Great night out,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8663341-Reviews-Cabana_Brixton-London_England.html,4.0,"Grill, Brazilian, Latin, Bar, Barbecue, South American, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,333,“chilli lamb”,“feijoada”,“sweet potato fries”,"201-207 Ferndale Road | The Bon Marche Building, London SW9 8BE, England",SW9 8BE,https://media-cdn.tripadvisor.com/media/photo-w/0d/6b/db/8d/cabana-brixton.jpg,,,latin barbecue southamerican vegetarianfriendly veganoptions glutenfreeoptions,An all time favourite restaurant Great night out chilli lamb feijoada sweet potato fries,An all time favourite restaurant Great night out chilli lamb feijoada sweet potato fries latin barbecue southamerican vegetarianfriendly veganoptions glutenfreeoptions
La Barca Ristorante,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d680376-Reviews-La_Barca_Ristorante-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d680376-Reviews-La_Barca_Ristorante-London_England.html#REVIEWS,££££ Italian Mediterranean European Vegetarian Friendly Vegan Options Gluten Free Options,Italian; Mediterranean; European; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Was delicious; It's been around for years for a good reas...,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d680376-Reviews-La_Barca_Ristorante-London_England.html,4.0,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$$$,503,“pasta”,“steak diane”,“zabaglione”,"81 Lower Marsh, London SE1 7AB, England",SE1 7AB,https://media-cdn.tripadvisor.com/media/photo-s/10/ae/e4/7d/photo5jpg.jpg,,,italian mediterranean european vegetarianfriendly veganoptions glutenfreeoptions,Was delicious It's been around for years for a good reas pasta steak diane zabaglione,Was delicious It's been around for years for a good reas pasta steak diane zabaglione italian mediterranean european vegetarianfriendly veganoptions glutenfreeoptions
Hobson's Fish & Chips,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8874016-Reviews-Hobson_s_Fish_Chips-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8874016-Reviews-Hobson_s_Fish_Chips-London_England.html#REVIEWS,£ Seafood Fast food British Gluten Free Options,Seafood; Fast food; British; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c33-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10646-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Best Gluten Free fish and chips ever!!; A beautiful moment,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8874016-Reviews-Hobson_s_Fish_Chips-London_England.html,4.5,"Seafood, Fast Food, British, Gluten Free Options",$,196,“haddock”,“onion rings”,“gluten free fish”,"9 Porchester Road, London W2 5DP, England",W2 5DP,https://media-cdn.tripadvisor.com/media/photo-s/12/92/10/98/photo0jpg.jpg,,,seafood fastfood british glutenfreeoptions,Best Gluten Free fish and chips ever A beautiful moment haddock onion rings gluten free fish,Best Gluten Free fish and chips ever A beautiful moment haddock onion rings gluten free fish seafood fastfood british glutenfreeoptions
Istanbul Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8326503-Reviews-Istanbul_Restaurant-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8326503-Reviews-Istanbul_Restaurant-London_England.html#REVIEWS,££ - £££ Turkish Vegan Options Halal Vegetarian Friendly Gluten Free Options,Turkish; Vegan Options; Halal; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c10663-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10751-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Fantastic service and food!; Lovely food and service,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8326503-Reviews-Istanbul_Restaurant-London_England.html,4.5,"Turkish, Vegan Options, Halal, Vegetarian Friendly, Gluten Free Options",$$ - $$$,233,“kebab”,“lamb dish”,“turkish coffee”,"880-882 High Road | North Finchley, London N12 9RH, England",N12 9RH,https://media-cdn.tripadvisor.com/media/photo-w/11/38/04/cd/liver.jpg,,,turkish veganoptions halal vegetarianfriendly glutenfreeoptions,Fantastic service and food Lovely food and service kebab lamb dish turkish coffee,Fantastic service and food Lovely food and service kebab lamb dish turkish coffee turkish veganoptions halal vegetarianfriendly glutenfreeoptions
Osteria Dell'Angolo,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1367682-Reviews-Osteria_Dell_Angolo-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1367682-Reviews-Osteria_Dell_Angolo-London_England.html#REVIEWS,££ - £££ Italian Vegetarian Friendly Vegan Options Gluten Free Options,Italian; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Improved; Spot the minister,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1367682-Reviews-Osteria_Dell_Angolo-London_England.html,4.0,"Italian, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,355,“pasta”,“monkfish”,“tiramisu”,"47 Marsham Street, London SW1P 3DR, England",SW1P 3DR,https://media-cdn.tripadvisor.com/media/photo-s/08/d3/29/ae/osteria-dell-angolo.jpg,,,italian vegetarianfriendly veganoptions glutenfreeoptions,Improved Spot the minister pasta monkfish tiramisu,Improved Spot the minister pasta monkfish tiramisu italian vegetarianfriendly veganoptions glutenfreeoptions
tibits bankside,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12612094-Reviews-Tibits_bankside-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12612094-Reviews-Tibits_bankside-London_England.html#REVIEWS,££ - £££ International European Vegetarian Friendly Vegan Options Gluten Free Options,International; European; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c22-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,What a fantastic idea; go to place for vegans/vegetarians,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12612094-Reviews-Tibits_bankside-London_England.html,4.5,"International, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,77,“quiche”,“tofu”,“vegetarian plate”,"124 Southwark Street, London SE1 0SW, England",SE1 0SW,https://media-cdn.tripadvisor.com/media/photo-o/0f/c9/e6/45/tibits-bankside.jpg,,,international european vegetarianfriendly veganoptions glutenfreeoptions,What a fantastic idea go to place for vegans/vegetarians quiche tofu vegetarian plate,What a fantastic idea go to place for vegans/vegetarians quiche tofu vegetarian plate international european vegetarianfriendly veganoptions glutenfreeoptions
Bar Boulud,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1804325-Reviews-Bar_Boulud-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1804325-Reviews-Bar_Boulud-London_England.html#REVIEWS,££££ French European Vegetarian Friendly Vegan Options Gluten Free Options,French; European; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Good dinner; Fantastic,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1804325-Reviews-Bar_Boulud-London_England.html,4.5,"French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$$$,"1,247",“burger”,“charcuterie”,“terrines”,"66 Knightsbridge | 66 Knightsbridge, London SW1X 7LA, England",SW1X 7LA,https://media-cdn.tripadvisor.com/media/photo-w/12/47/ba/f1/burgers-at-bar-boulud.jpg,,,french european vegetarianfriendly veganoptions glutenfreeoptions,Good dinner Fantastic burger charcuterie terrines,Good dinner Fantastic burger charcuterie terrines french european vegetarianfriendly veganoptions glutenfreeoptions
ASK Italian - London - Spring Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1013490-Reviews-ASK_Italian_London_Spring_Street-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1013490-Reviews-ASK_Italian_London_Spring_Street-London_England.html#REVIEWS,££ - £££ Italian Pizza Vegetarian Friendly Vegan Options Gluten Free Options,Italian; Pizza; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c31-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,New Menu; Good tasty food. Pasta were Small portions...,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1013490-Reviews-ASK_Italian_London_Spring_Street-London_England.html,4.0,"Italian, Pizza, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,671,“pasta”,“garlic bread”,“king prawns”,"41-43 Spring Street | Paddington, London W2 1JA, England",W2 1JA,https://media-cdn.tripadvisor.com/media/photo-s/12/cb/90/3a/photo2jpg.jpg,,,italian pizza vegetarianfriendly veganoptions glutenfreeoptions,New Menu Good tasty food Pasta were Small portions pasta garlic bread king prawns,New Menu Good tasty food Pasta were Small portions pasta garlic bread king prawns italian pizza vegetarianfriendly veganoptions glutenfreeoptions
